"giliese_catalogue_name";"bayer_flamsteed_designation";"proper_name";"absolute_magnitude";"spectral_type";"colour_index";"x_parsecs";"y_parsecs";"z_parsecs";"constellation";"luminosity"
;;;"-10.750";"B9III";"0.135";"4182.924371";"-90296.096554";"-42768.190175";"Sgr";"1737800.8287493763"
;;;"-11.260";"K0III+...";"0.785";"3163.494750";"-67946.606760";"-73302.461970";"Tel";"2779713.267759288"
;;;"-12.220";"F8Ib";"1.230";"4334.299080";"-92459.308518";"-37848.251213";"Sgr";"6729766.562843182"
;;;"-10.460";"B8";"-0.027";"4429.911767";"-94143.648328";"33426.776114";"Her";"1330454.4179780928"
;;;"-13.870";"B2II/III";"-0.137";"3958.818929";"-83004.025962";"-55629.662789";"Sgr";"30760968.147407047"
;;;"-11.220";"K0III";"0.970";"2940.764640";"-61510.613316";"-78789.570076";"Tel";"2679168.3248190368"
;;;"-11.090";"F6V";"0.527";"3495.874497";"-71484.730188";"-69840.620068";"CrA";"2376840.286624878"
;;;"-11.670";"B0Ia...";"0.465";"4687.400151";"-95665.522980";"-28742.581725";"Sgr";"4055085.3544838433"
;;;"-9.000";"F8";"0.553";"4583.448680";"-92750.911754";"37097.983328";"Her";"346736.85045253165"
;;;"-10.440";"G2/G3V";"0.805";"3995.020515";"-80541.426075";"-59136.439670";"Sgr";"1306170.8881318404"
;;;"-10.090";"F5";"1.234";"4280.868949";"-86182.289686";"-50539.955536";"Sgr";"946237.161365793"
;;;"-11.320";"B0.5Iab:ne";"0.199";"4652.885398";"-93420.890284";"-35367.893783";"Sgr";"2937649.6519615366"
;;;"-11.970";"M2";"1.514";"3399.021287";"-67267.587623";"73915.616143";"Her";"5345643.593969724"
;;;"-11.920";"A0";"-0.053";"4953.657299";"-97484.739690";"21729.859798";"Oph";"5105049.999754065"
;;;"-10.790";"B5II/III";"0.165";"4623.135745";"-89744.924229";"-43868.840776";"Sgr";"1803017.74085957"
;;;"-12.050";"B1III:ne...";"0.258";"4975.297237";"-96150.041228";"-27026.209061";"Ser";"5754399.373371567"
;;;"-12.770";"B1Ib";"0.010";"4884.871526";"-93586.571646";"-34895.438694";"Sgr";"11168632.477805588"
;;;"-11.910";"B8II/III";"-0.079";"3248.577588";"-61956.499821";"-78427.283987";"Tel";"5058246.620031137"
;;;"-10.810";"A0";"0.137";"5111.315804";"-97224.913993";"22829.598109";"Oph";"1836538.3433483473"
;;;"-10.770";"A0";"0.140";"5033.221319";"-95255.178094";"30018.623043";"Her";"1770108.958317422"
;;;"-13.060";"K5";"1.578";"4441.873507";"-83470.581099";"54890.179903";"Her";"14588142.602753503"
;;;"-11.510";"K1III+...";"0.800";"4507.167258";"-84423.091177";"-53408.118479";"Sgr";"3499451.6702835765"
;;;"-11.650";"M0";"1.693";"3282.351356";"-61393.317938";"78867.526158";"Dra";"3981071.7055349774"
;;;"-12.840";"B3Ia/Iab";"0.579";"5036.114149";"-94168.655605";"-33270.134753";"Sgr";"11912420.080273738"
;;;"-11.190";"K5";"1.498";"3813.464571";"-70640.307688";"70678.174975";"Her";"2606153.5499988976"
;;;"-11.590";"O8e";"0.881";"5317.988018";"-98107.060557";"-18620.517123";"Ser";"3767037.9898390854"
;;;"-11.690";"K0";"1.522";"4297.531575";"-79049.050550";"61096.471498";"Her";"4130475.0199016104"
;;;"-12.490";"B1Ib";"0.140";"5213.365219";"-95799.160958";"-28201.800820";"Sgr";"8629785.477669703"
;;;"-12.270";"K3III";"1.800";"5352.091653";"-95694.833365";"-28528.126159";"Sgr";"7046930.689671452"
;;;"-10.300";"M0";"1.558";"4114.288774";"-73466.790077";"67717.821758";"Her";"1148153.6214968842"
;;;"-11.790";"B0.5Ia";"0.497";"5309.671422";"-93970.535620";"-33783.809887";"Sgr";"4528975.799036213"
;;;"-10.170";"M2";"1.573";"4536.126764";"-79769.034408";"60135.885323";"Her";"1018591.388054117"
;;;"-12.910";"F7/F8Ib/II";"0.615";"5230.720064";"-91821.446003";"-39261.451761";"Sgr";"12705741.052085394"
;;;"-11.500";"K2";"1.093";"5707.729654";"-99581.731932";"7134.457760";"Oph";"3467368.504525324"
;;;"-10.500";"K0";"1.123";"3745.327606";"-64528.773931";"76302.096014";"Her";"1380384.2646028867"
;;;"-10.570";"B8";"-0.128";"2498.117730";"-42558.374266";"90457.416433";"Dra";"1472312.5024327193"
;;;"-10.970";"K5";"1.613";"1169.117260";"-19863.136392";"-98000.453966";"Aps";"2128139.0459827133"
;;;"-7.970";;;"2479.774078";"-41813.040745";"-90804.847581";;"134276.49611378642"
;"13Mu  Sgr";;"-16.160";"B2III:";"0.195";"5600.996443";"-93152.961403";"-35932.639895";"Sgr";"253512863.0497907"
;;;"-9.270";"G0";"0.720";"6284.068619";"-99463.739652";"8214.315307";"Oph";"444631.2674691084"
;;;"-11.020";"M2e-M8e";"1.249";"5221.895264";"-80038.323083";"59721.004162";"Lyr";"2228435.149270303"
;;;"-10.600";"K2";"1.592";"3069.986352";"-46701.571967";"-88371.592492";"Pav";"1513561.2484362072"
;;;"-11.820";"K2III:";"1.868";"5964.769076";"-89842.366963";"-43505.983823";"Sgr";"4655860.9352296"
;;;"-11.390";"B0Ib";"0.937";"6469.573594";"-97414.577956";"-21645.891342";"Ser";"3133285.7243155953"
;"15    Sgr";;"-14.710";"B0/1Ia/ab";"0.007";"6204.552484";"-93320.920128";"-35393.634796";"Sgr";"66680676.92136246"
;"16    Sgr";;"-14.040";"B0.5Ib/II";"-0.023";"6218.821238";"-93528.993875";"-34837.530886";"Sgr";"35974933.515574306"
;;;"-11.780";"O9.5/B0Ia..";"0.643";"6478.319782";"-97400.493058";"-21706.571827";"Ser";"4487453.899331323"
;;;"-7.520";"A7";;"6520.209318";"-97467.199602";"21392.332088";;"88715.60120379618"
;;;"-11.640";"K3III";"1.546";"4279.419946";"-63623.343778";"-77030.881414";"Tel";"3944573.0207527927"
;;;"-9.470";;"1.390";"6458.342349";"-94427.783415";"-32275.122518";"Sgr";"534564.3593969725"
;;;"-8.990";"Kp";;"4312.574679";"-62865.586688";"-77648.694194";"Tel";"343557.947899875"
;;;"-10.240";"A7";"0.401";"6287.792730";"-91143.331106";"40661.491088";"Her";"1086425.6236170668"
;;;"-11.310";"K2";"1.137";"5686.177950";"-82123.682795";"56774.713601";"Lyr";"2910717.118066608"
;;;"-11.780";"B1Ib";"0.746";"6744.541751";"-96972.352853";"-23470.703271";"Ser";"4487453.899331323"
;;;"-8.500";;;"6023.082541";"-85636.912527";"-51283.932081";"Sgr";"218776.16239495517"
;;;"-11.210";"K0III";"1.073";"4601.733630";"-64536.135063";"-76249.008641";"Tel";"2654605.561975547"
;;;"-8.240";;"0.920";"4821.132803";"-67484.143360";"-73638.624875";"Tel";"172186.85749860096"
;;;"-8.990";"A";"0.610";"7255.238085";"-99009.201080";"12022.463213";"Oph";"343557.947899875"
;;;"-10.930";"K0";"1.128";"7161.094368";"-96758.233138";"24219.063717";"Oph";"2051162.1788255668"
;;;"-10.720";"K5";"1.451";"6597.468219";"-86349.882121";"-50001.712677";"Sgr";"1690440.9316432667"
;;;"-13.280";"B3Ia/Iab";"0.398";"7407.315415";"-96110.271054";"-26607.282222";"Ser";"17864875.748520497"
;;;"-10.670";"K1V";"1.071";"5939.670494";"-76886.416145";"-63664.741629";"CrA";"1614358.556826487"
;;;"-10.900";"B5";"-0.065";"7489.797839";"-96488.764183";"25175.808125";"Her";"1995262.3149688828"
;;;"-12.790";"M1/M2III";"1.777";"6914.604098";"-88548.304658";"-45949.820373";"Sgr";"11376272.858234333"
;;;"-10.150";;"1.470";"7381.368735";"-92908.782362";"-36241.875720";"Sgr";"1000000"
;;;"-8.870";;;"6699.522339";"-83940.252473";"-53936.540630";"Sgr";"307609.6814740705"
;;;"-7.720";;"0.547";"4015.131747";"-50010.201435";"-86503.517093";;"106659.6121230259"
;;;"-10.590";"F3IV/V";"0.416";"7004.049891";"-86271.259767";"-50082.062891";"Sgr";"1499684.835502374"
;;;"-13.700";"B0.5Ia";"-0.144";"6019.492082";"-73731.424633";"-67286.274172";"CrA";"26302679.91895376"
;;;"-10.400";"B7/B8II";"0.035";"7413.136627";"-90773.359107";"-41294.584169";"Sgr";"1258925.4117941686"
;;;"-11.490";"O5";"0.581";"7961.070193";"-97451.308017";"-20972.932988";"Ser";"3435579.47899875"
;;;"-12.070";"K3III";"1.720";"7329.335696";"-89629.705298";"-43735.532081";"Sgr";"5861381.645140297"
;;;"-9.330";"Gp";"0.833";"6199.689934";"-75200.662295";"-65623.351295";"CrA";"469894.1086052161"
;;;"-10.220";"K2";"0.997";"3206.311358";"-38853.691786";"92087.513823";"Dra";"1066596.121230259"
;;;"-11.780";"B1Ib/II";"0.333";"8025.946309";"-96700.777120";"-24177.342347";"Ser";"4487453.899331323"
;;;"-10.920";"WC...";"0.724";"8163.005243";"-97605.137673";"-20164.385075";"Ser";"2032357.0109362209"
;;;"-11.070";"K0";"1.122";"7480.786412";"-87305.390271";"48185.129077";"Her";"2333458.0622810046"
;;;"-10.760";"B4III";"0.227";"8233.675181";"-95762.107538";"-27601.182572";"Sgr";"1753880.5018417602"
;;;"-11.560";"K5";"1.500";"6654.272315";"-76769.196630";"63735.477630";"Lyr";"3664375.746478333"
;;;"-10.630";"B2Ib/II";"0.296";"8352.610789";"-95234.770628";"-29335.513448";"Sgr";"1555965.631605075"
;;;"-10.290";"F8";"0.494";"7677.213878";"-84860.026227";"52343.445969";"Lyr";"1137627.2858234309"
;;;"-8.090";"Gp";;"5548.234608";"-61241.964897";"-78858.346599";"Tel";"149968.4835502374"
;;;"-11.110";"K0III";"1.081";"5511.367174";"-58250.505307";"-81095.643923";"Tel";"2421029.04673618"
;;;"-9.760";"K0";"1.353";"8443.522950";"-88767.977797";"45265.362452";"Her";"698232.4040771718"
;;;"-9.800";"K5";;"9462.915050";"-97545.096555";"19884.852948";"Oph";"724435.9600749906"
;;;"-12.890";"F0V + (K)";;"9351.222591";"-96098.687406";"-26030.690805";"Sct";"12473835.142429458"
;;;"-10.090";"F0";"0.484";"8743.029359";"-88793.233286";"-45158.843656";"Sgr";"946237.161365793"
;;;"-10.790";"A0";"0.249";"9734.133424";"-98633.997252";"13288.387127";"Oph";"1803017.74085957"
;;;"-8.050";"F3.5";;"8272.793650";"-83497.135049";"54403.945847";"Lyr";"144543.9770745928"
;;;"-10.650";"M0";"2.300";"9199.477529";"-91185.482254";"-40007.217339";"Sgr";"1584893.1924611141"
;;;"-11.530";"K2/3 + M";"1.160";"8905.318369";"-87502.737055";"-47581.155015";"Sgr";"3564511.334262439"
;;;"-10.700";"B5p";"-0.010";"5569.293267";"-54723.243254";"-83512.569813";"Tel";"1659586.9074375597"
;;;"-10.320";"G8III";"0.966";"7389.996754";"-72486.565202";"-68491.501758";"CrA";"1169499.3910198724"
;;;"-11.880";"B2Ia";"1.015";"9861.675296";"-96696.864803";"-23504.546052";"Sct";"4920395.356814511"
;;;"-9.470";"F8";"1.897";"9628.250103";"-94300.624558";"-31854.183522";"Sgr";"534564.3593969725"
;;;"-10.210";"M2.5Iabep +B";"1.645";"9935.287699";"-97053.514111";"-21952.345142";"Sct";"1056817.5092136606"
;;;"-10.650";"B0III/IV";"0.065";"9095.380722";"-88672.604531";"-45325.968749";"Sgr";"1584893.1924611141"
;;;"-11.900";"B9.5V";"0.145";"9054.996260";"-88235.717038";"-46178.623641";"Sgr";"5011872.336272725"
;;;"-9.810";"B9";"0.532";"10291.332161";"-97308.644364";"-20618.346550";"Sct";"731139.0834834187"
;;;"-11.140";"A2";"0.150";"10545.782783";"-99239.387719";"6350.621280";"Oph";"2488857.3182823956"
;;;"-11.670";"A1V";"0.107";"6820.014244";"-64114.022751";"-76438.730317";"Tel";"4055085.3544838433"
;;;"-11.690";"B9III";"-0.032";"8021.972927";"-75351.159635";"-65252.208330";"CrA";"4130475.0199016104"
;;;"-10.370";"O7";"0.561";"10414.054860";"-97671.987896";"-18754.472583";"Sct";"1224616.1992650488"
;;;"-11.150";"G8III";"1.044";"8743.511211";"-81297.694901";"-57569.399992";"Sgr";"2511886.4315095823"
;;;"-10.070";"B3n + B0";"0.669";"10392.851660";"-96616.720724";"-23605.039947";"Sct";"928966.3867799363"
;;;"-12.090";"B9";"0.070";"10694.211245";"-98626.518957";"12587.438355";"Oph";"5970352.865838366"
;;;"-10.470";"A";"0.195";"10596.544441";"-97284.588399";"20577.222988";"Oph";"1342764.9611378643"
;;;"-12.060";"B9";"0.020";"10577.245009";"-96389.440595";"24437.627335";"Her";"5807644.175213124"
;;;"-11.520";"B9III/IV";"0.220";"9945.089028";"-90513.249602";"-41333.362441";"Sgr";"3531831.697919563"
;;;"-11.760";"B1.5Ia comp";"1.190";"10576.018343";"-96169.375408";"-25290.295958";"Sct";"4405548.635065534"
;;;"-13.390";"B1Ia";"0.778";"10670.873942";"-96450.182009";"-24155.636914";"Sct";"19769696.40111866"
;;;"-10.980";"O(8)fe";"0.981";"10842.725209";"-96952.855813";"-21967.682982";"Sct";"2147830.4741305374"
;;;"-12.210";"K0III";"1.237";"10770.549828";"-95920.429393";"-26139.366509";"Sct";"6668067.692136246"
;;;"-11.770";"G8/K0II";"1.057";"7230.078705";"-64264.559442";"-76274.454188";"Tel";"4446312.674691084"
;;;"-10.650";"K5";"1.642";"10723.650378";"-95314.359198";"28287.386822";"Her";"1584893.1924611141"
;;;"-9.730";"A0/A1V";"0.182";"2255.119386";"-20031.502756";"-97947.196661";"Oct";"679203.6326171857"
;;;"-11.310";"O5e";"0.459";"11036.694240";"-97934.775093";"-16940.224069";"Sct";"2910717.118066608"
;;;"-10.590";"A0";"0.110";"10895.832107";"-96397.701657";"24264.458740";"Her";"1499684.835502374"
;;;"-11.010";"K5";"1.939";"9165.961440";"-80924.915760";"-58027.089882";"Sgr";"2208004.733018901"
;;;"-12.240";"B8IV";"-0.017";"7050.991347";"-62003.800564";"-78139.696932";"Tel";"6854882.2645266205"
;;;"-9.480";;"1.380";"6791.146557";"-59705.886239";"-79931.767633";"Tel";"539510.6225151279"
;;;"-11.560";"B9";"-0.065";"10818.060875";"-94005.389630";"32341.247338";"Her";"3664375.746478333"
;;;"-10.900";"G5III";"0.952";"8669.464229";"-74896.896606";"-65690.907049";"CrA";"1995262.3149688828"
;;;"-10.130";"M0";"1.645";"9168.211570";"-78710.825827";"60996.309677";"Lyr";"981747.9430199864"
;;;"-12.010";"K0";"1.000";"10540.018893";"-90478.022780";"41263.002746";"Her";"5546257.1295791045"
;;;"-11.660";"K0";"1.203";"9380.580921";"-80185.513941";"59010.914716";"Lyr";"4017908.108489392"
;;;"-11.600";"B0.5Ia";"0.906";"11400.768662";"-97376.837434";"-19691.979650";"Sct";"3801893.9632056127"
;;;"-10.220";"M0";"1.783";"10715.629009";"-91074.553868";"39882.338605";"Her";"1066596.121230259"
;;;"-11.460";"G8III";"0.978";"8617.229278";"-73008.702284";"-67789.916287";"CrA";"3341950.4002611497"
;;;"-12.000";"B8";"0.090";"11659.695897";"-98402.280477";"13455.210460";"Oph";"5495408.738576259"
;;;"-11.730";"K2III";"1.363";"11259.040110";"-94797.069631";"-29778.341210";"Sgr";"4285485.203974392"
;;;"-12.890";"B8/B9III";"-0.033";"9642.611576";"-80308.489523";"-58801.076117";"Sgr";"12473835.142429458"
;;;"-10.470";"A2";"0.249";"11312.147829";"-93855.262068";"32607.132558";"Her";"1342764.9611378643"
;;;"-10.880";"G8III";"1.009";"10142.380118";"-83827.576309";"-53573.030302";"Sgr";"1958844.6735059929"
;;;"-12.210";"K0";"1.553";"8407.857589";"-68871.527709";"72014.030590";"Lyr";"6668067.692136246"
;;;"-11.780";"G8III";"1.043";"5483.902242";"-44575.368564";"-89347.430482";"Pav";"4487453.899331323"
;;;"-11.270";"K1III";"1.106";"7401.629314";"-60076.606978";"-79599.102869";"Tel";"2805433.6379517103"
;;;"-10.160";"B8/B9II/III";"0.156";"11433.878090";"-92773.739345";"-35528.857565";"Sgr";"1009252.8860766855"
;;;"-11.450";"K2/K3III:";"1.232";"7988.472511";"-64426.004667";"-76062.304919";"Tel";"3311311.2148259077"
;;;"-8.950";;"0.780";"10011.309812";"-80041.600242";"-59102.587986";"Sgr";"331131.1214825908"
;;;"-11.800";"G5Iab";"1.855";"12252.830963";"-96679.273996";"-22427.351894";"Sct";"4570881.8961487515"
;;;"-8.660";;;"11949.907148";"-94053.014034";"-31799.847019";"Sgr";"253512.8630497907"
;;;"-11.090";"K0III";"1.256";"9208.297685";"-72403.453001";"-68358.958793";"CrA";"2376840.286624878"
;;;"-10.650";"O8.5V:";"0.884";"12581.475782";"-98082.047394";"-14886.854812";"Sct";"1584893.1924611141"
;;;"-8.720";;"0.616";"12710.756494";"-99070.560952";"-4843.616625";"Ser";"267916.83248190366"
;;;"-11.050";"K0";"1.057";"12015.462900";"-93332.289755";"33833.597802";"Her";"2290867.6527677746"
;;;"-8.040";"B1Iae...";;"12733.240642";"-98619.419923";"-10586.529025";"Sct";"143218.78992735426"
;;;"-10.800";;"1.200";"12142.659852";"-93955.484021";"-32014.416034";"Sgr";"1819700.8586099863"
;;;"-10.490";"K0/K1III/IV";"1.382";"11915.020617";"-91832.431319";"-37747.011030";"Sgr";"1367728.8255958494"
;;;"-10.130";"G5";"0.961";"8332.425429";"-63976.065904";"-76404.408760";"Tel";"981747.9430199864"
;;;"-7.800";"Gp";;"3759.076477";"-28654.148020";"-95733.009695";;"114815.36214968817"
;;;"-11.190";"A0";"0.097";"12133.941728";"-92232.175297";"36687.781318";"Her";"2606153.5499988976"
;;;"-11.660";"K2/K3III";"1.421";"10060.992432";"-76468.517701";"-63650.155004";"CrA";"4017908.108489392"
;;;"-9.100";"Gp";"0.870";"6192.089476";"-46891.155913";"-88107.193379";"Pav";"380189.39632056124"
;;;"-10.730";"K5";"1.564";"9536.743053";"-72096.578124";"68637.700682";"Lyr";"1706082.3890031243"
;;;"-10.120";"C";"1.430";"10312.614090";"-77669.307571";"-62137.979673";"CrA";"972747.2237769641"
;;;"-12.430";"F4Ibpvar";"0.727";"12222.153276";"-91996.867081";"37245.071660";"Her";"8165823.713585939"
;;;"-8.410";"Gp";;"11406.042224";"-85341.688552";"-50859.594923";"Sgr";"201372.42498623894"
;;;"-12.580";"M...";"1.574";"10727.330320";"-79928.665528";"59129.795714";"Lyr";"9375620.069258811"
;;;"-10.910";"A7V+...";"0.261";"10712.439972";"-79766.406673";"-59351.192037";"Sgr";"2013724.2498623894"
;;;"-10.230";"K2";"1.135";"6447.354530";"-47791.153401";"87603.865646";"Dra";"1076465.213629835"
;;;"-11.120";"K5";"1.440";"10018.686276";"-74110.641993";"66387.036902";"Lyr";"2443430.5526939714"
;;;"-11.590";"B8";"0.413";"13469.966101";"-99058.870370";"2429.035677";"Ser";"3767037.9898390854"
;;;"-12.440";"B4III";"0.061";"12246.697992";"-89879.751502";"-42090.956965";"Sgr";"8241381.15013003"
;;;"-12.190";"MIII";"1.551";"12268.356671";"-89674.656886";"42519.916887";"Her";"6546361.740672748"
;;;"-10.120";"G5";"0.349";"13222.776410";"-96464.819462";"22796.859220";"Her";"972747.2237769641"
;;;"-10.520";"B1/B2Ia";"0.398";"13335.910964";"-96775.881381";"-21367.786891";"Sct";"1406047.524129913"
;;;"-12.330";"F0V";"0.614";"12965.586050";"-94073.757366";"-31337.226321";"Sgr";"7447319.739059889"
;;;"-12.070";"B5II/III";"0.277";"12902.976308";"-93575.973314";"-32818.446456";"Sgr";"5861381.645140297"
;;;"-10.190";"M0";"1.644";"13243.387373";"-95997.003141";"24681.735733";"Her";"1037528.4158180127"
;;;"-10.910";"K0III";"1.118";"8068.486896";"-57967.194112";"-81084.548009";"Tel";"2013724.2498623894"
;;;"-9.910";"K0";"0.999";"13065.546028";"-93730.149034";"32310.225458";"Her";"801678.0633876789"
;;;"-13.410";"G1Ib";"1.070";"13103.773962";"-93567.451479";"-32763.136836";"Sgr";"20137242.498623855"
;;;"-9.570";"K5";"1.676";"12214.410799";"-87092.470103";"47599.472900";"Lyr";"586138.1645140296"
;;;"-11.940";"K5";"1.603";"7836.697446";"-55564.467387";"82771.831786";"Dra";"5199959.965335162"
;;;"-10.940";"A0";"0.284";"13661.340804";"-96722.554765";"21403.625092";"Her";"2070141.3487910414"
;;;"-13.040";"K5";"1.501";"9812.419172";"-69054.867409";"71659.903134";"Lyr";"14321878.992735453"
;;;"-13.030";"G3/G5Ib";"1.333";"13359.846474";"-93618.933058";"-32511.688276";"Sgr";"14190575.216890926"
;;;"-12.150";"B1Ia";"0.828";"13659.931443";"-95294.340244";"-27062.798057";"Sct";"6309573.444801942"
;;;"-12.640";"K5";"1.796";"14155.023431";"-98709.227130";"7491.580921";"Ser";"9908319.448927706"
;;;"-10.540";"K2";"1.162";"12763.974865";"-88643.452257";"44490.665509";"Lyr";"1432187.8992735425"
;;;"-11.660";"K3III";"1.482";"7896.115728";"-54411.152875";"-83528.903974";"Tel";"4017908.108489392"
;;;"-11.200";"G6IV";"0.918";"10032.766961";"-69114.987014";"-71571.378058";"Tel";"2630267.9918953762"
;;;"-9.760";;"1.274";"12241.971265";"-84294.263649";"52389.037550";"Lyr";"698232.4040771718"
;;;"-10.530";"K0";"1.183";"11034.005644";"-75619.305885";"64497.839475";"Lyr";"1419057.5216890925"
;;;"-11.390";"K5";"1.532";"14356.470477";"-97694.380501";"15801.891470";"Oph";"3133285.7243155953"
;;;"-12.040";"B9III";"0.232";"13647.173804";"-92748.806662";"-34805.366109";"Sgr";"5701642.722807478"
;;;"-7.380";"Fp";;"8111.487199";"-55069.866976";"-83075.348490";;"77983.01105232594"
;;;"-11.500";"B8";"0.072";"14459.507627";"-97274.965686";"18124.670751";"Oph";"3467368.504525324"
;;;"-7.990";"FOp";;"12568.077590";"-84203.264143";"52458.114086";"Lyr";"136772.88255958495"
;;;"-11.880";"B8III/IV";"-0.054";"11147.827981";"-74392.622834";"-65889.783724";"CrA";"4920395.356814511"
;;;"-11.200";"A0";"-0.100";"10087.239673";"-67303.552913";"73269.907609";"Lyr";"2630267.9918953762"
;;;"-11.120";"K5";"1.900";"14839.559309";"-98828.432456";"-3567.690824";"Ser";"2443430.5526939714"
;;;"-13.240";"A(V) + G5III";"0.894";"5987.961350";"-39779.729046";"-91551.720224";"Pav";"17218685.749860097"
;;;"-10.940";"K2III";"1.534";"7893.600619";"-52410.170770";"-84798.968562";"Pav";"2070141.3487910414"
;;;"-11.290";"B1V";"0.449";"14842.359344";"-98535.724665";"-8391.382369";"Sct";"2857590.5433749496"
;;;"-12.190";"B2IIp";"-0.181";"9387.205411";"-62072.638109";"77838.729832";"Dra";"6546361.740672748"
;;;"-11.390";"K5";"1.430";"9638.992528";"-63617.957110";"76549.626754";"Dra";"3133285.7243155953"
;"25    Sgr";;"-13.470";"F2II";"0.515";"13694.464567";"-90161.904843";"-41027.948640";"Sgr";"21281390.459827133"
;;;"-10.480";"B2Ia";"0.290";"14751.822884";"-95956.862727";"-23972.156515";"Sct";"1355189.4123510378"
;;;"-11.640";"B1III";"-0.208";"10658.172671";"-68718.444015";"-71862.221028";"Tel";"3944573.0207527927"
;;;"-10.910";"K0";"1.000";"15178.569091";"-97581.291622";"-15732.214266";"Sct";"2013724.2498623894"
;;;"-12.920";"B1/B2Iab";"0.218";"14672.360267";"-93662.030344";"-31814.241134";"Sgr";"12823305.82656023"
;;;"-9.560";"Gp";"0.960";"11907.146157";"-75886.917551";"-64026.522746";"CrA";"580764.4175213124"
;;;"-10.740";"K1/K2III+F/G";"1.277";"12900.072134";"-81940.882394";"-55850.514154";"Sgr";"1721868.5749860096"
;;;"-11.610";"K5III";"1.640";"13052.230129";"-82676.225128";"-54720.024553";"Sgr";"3837072.454922792"
;;;"-10.680";"B9IV/V";"0.665";"11142.619488";"-70537.079636";"-70002.588720";"CrA";"1629296.0326397214"
;;;"-10.280";"A3";"0.284";"14037.478448";"-88843.131810";"43701.797778";"Her";"1127197.4561755094"
;;;"-10.980";"A4:m...";"0.379";"8159.195806";"-51519.737020";"-85317.900942";"Pav";"2147830.4741305374"
;;;"-9.480";"Gp";"1.296";"12654.389965";"-79683.199988";"-59080.064779";"Sgr";"539510.6225151279"
;;;"-10.100";"B9";"0.170";"15497.834912";"-97492.020161";"15972.573932";"Oph";"954992.5860214368"
;;;"-10.470";"F5IIIvar";"1.300";"15711.509553";"-98459.825855";"7668.843481";"Ser";"1342764.9611378643"
;;;"-11.200";"K4/K5";"1.678";"14121.796864";"-87951.989324";"-45442.517836";"Sgr";"2630267.9918953762"
;;;"-10.620";"K0";"1.279";"14572.497484";"-90465.708626";"40044.948244";"Her";"1541700.4529495584"
;;;"-9.810";"G0IIvar";"1.120";"15765.590240";"-97717.773519";"-14236.674569";"Sct";"731139.0834834187"
;;;"-11.110";"K0/K1III";"1.435";"14513.679450";"-89597.163705";"-41972.626376";"Sgr";"2421029.04673618"
;;;"-11.410";"K2";"1.281";"11790.809610";"-72491.201924";"67867.536071";"Lyr";"3191537.8551007584"
;;;"-10.290";"B9Ib";"0.643";"15718.505174";"-96199.345388";"-22329.678502";"Sct";"1137627.2858234309"
;;;"-10.260";;"1.730";"16032.082768";"-97832.196552";"13108.533096";"Oph";"1106623.7839776676"
;;;"-10.430";"A5";"0.503";"16167.311199";"-98185.325073";"9912.617663";"Ser";"1294195.8414499862"
;;;"-10.300";"B8";"0.344";"15840.655941";"-95967.648673";"23222.489692";"Her";"1148153.6214968842"
;;;"-10.740";"F8";"0.816";"16236.831811";"-98241.419262";"9218.938882";"Ser";"1721868.5749860096"
;;;"-11.530";"G6IVw...";"0.915";"5444.035337";"-32909.554917";"-94272.602989";"Pav";"3564511.334262439"
;;;"-11.890";"K5";"1.578";"8253.631765";"-49683.691456";"86391.020170";"Dra";"4965923.214503378"
;;;"-10.900";"B8";"0.499";"16281.224675";"-97430.087270";"-15565.982711";"Sct";"1995262.3149688828"
;;;"-11.830";"B9Ib";"0.017";"13098.556347";"-78316.582593";"60786.023989";"Lyr";"4698941.086052161"
;;;"-10.510";"G1";"1.500";"16352.471709";"-97574.374423";"-14554.659907";"Sct";"1393156.8029453035"
;;;"-8.980";;;"13106.383854";"-78158.697621";"-60987.217419";"CrA";"340408.1897010009"
;;;"-10.240";"K5";"1.533";"13939.916914";"-83060.752611";"53912.800819";"Lyr";"1086425.6236170668"
;;;"-11.330";"K3III";"1.364";"11402.431910";"-67802.222217";"-72614.345752";"Tel";"2964831.3895243453"
;;;"-11.230";"K7";"1.015";"8511.940162";"-50409.932464";"85944.084053";"Dra";"2703958.3641088405"
;;;"-12.590";"K1IIIv comp";"1.201";"16458.671419";"-97433.370611";"15357.418383";"Oph";"9462371.61365791"
;;;"-12.720";"K3III";"1.656";"15356.100951";"-90689.202436";"-39238.485256";"Sgr";"10665961.21230259"
;;;"-10.900";"G8IV/V";"1.010";"12740.558237";"-74912.033110";"-65006.657129";"CrA";"1995262.3149688828"
;;;"-10.110";"G0";"0.645";"10933.120133";"-64204.000849";"-75883.549990";"Tel";"963829.0236239705"
;;;"-8.110";;;"16680.796690";"-97903.359973";"11691.155968";"Oph";"152756.60582380733"
;;;"-11.100";"M0";"1.908";"15989.374991";"-93816.460101";"30705.238989";"Her";"2398832.91901949"
;;;"-11.780";"G8III";"0.885";"13043.570328";"-76029.891970";"-63634.273784";"CrA";"4487453.899331323"
;;;"-8.170";;;"11959.658259";"-69703.410300";"-70699.371758";"CrA";"161435.8556826487"
;;;"-13.290";"F5II";"0.647";"15581.236036";"-90595.728164";"-39365.455948";"Sgr";"18030177.4085957"
;;;"-11.630";"A0";"0.175";"16668.972025";"-96727.982786";"19127.015395";"Oph";"3908408.957924025"
;;;"-10.030";"K1IV";"1.325";"10621.627254";"-61554.451101";"-78091.168413";"Tel";"895364.7655495937"
